Year;Month;Ano_Month
1870;6;0.378
1870;7;0.231
1870;8;-0.368
1870;9;-0.052
1870;10;-0.371
1870;11;-0.492
1870;12;-1.322
1871;1;-1.141
1871;2;-1.391
1871;3;-0.477
1871;4;0.143
1871;5;-0.267
1871;6;-0.161
1871;7;0.075
1871;8;0.112
1871;9;-0.370
1871;10;-0.085
1871;11;-1.089
1871;12;-0.605
1872;1;-0.868
1872;2;-0.775
1872;3;-0.387
1872;4;-0.400
1872;5;0.004
1872;6;-0.268
1872;7;0.072
1872;8;0.077
1872;9;-0.141
1872;10;-0.073
1872;11;-0.803
1872;12;-1.108
1873;1;-0.691
1873;2;-0.183
1873;3;-0.531
1873;4;-0.692
1873;5;-0.173
1873;6;0.035
1873;7;-0.023
1873;8;-0.062
1873;9;-0.531
1873;10;-0.011
1873;11;-0.341
1873;12;0.149
1874;1;0.065
1874;2;-0.077
1874;3;-1.134
1874;4;-0.096
1874;5;0.315
1874;6;-0.130
1874;7;-0.158
1874;8;0.029
1874;9;0.163
1874;10;0.058
1874;11;-0.284
1874;12;-0.228
1875;1;-0.887
1875;2;-0.635
1875;3;-0.880
1875;4;-0.546
1875;5;-0.345
1875;6;-0.131
1875;7;-0.022
1875;8;-0.361
1875;9;-0.660
1875;10;-0.425
1875;11;-1.322
1875;12;-0.733
1876;1;-0.461
1876;2;-0.425
1876;3;-0.388
1876;4;0.144
1876;5;-0.391
1876;6;-0.015
1876;7;0.220
1876;8;-0.159
1876;9;-0.146
1876;10;-0.111
1876;11;-0.773
1876;12;-1.366
1877;1;-0.245
1877;2;-0.324
1877;3;0.040
1877;4;-0.209
1877;5;0.042
1877;6;0.081
1877;7;0.507
1877;8;0.459
1877;9;0.234
1877;10;0.208
1877;11;0.321
1877;12;-0.607
1878;1;-0.525
1878;2;0.633
1878;3;1.457
1878;4;0.755
1878;5;-0.114
1878;6;0.484
1878;7;0.697
1878;8;0.490
1878;9;0.241
1878;10;0.139
1878;11;0.461
1878;12;-0.080
1879;1;-0.154
1879;2;-0.462
1879;3;-0.293
1879;4;-0.447
1879;5;-0.358
1879;6;-0.119
1879;7;0.085
1879;8;-0.438
1879;9;-0.507
1879;10;0.206
1879;11;-0.439
1879;12;-1.047
1880;1;-0.823
1880;2;-1.244
1880;3;-0.825
1880;4;-0.908
1880;5;-0.282
1880;6;-0.347
1880;7;-0.192
1880;8;-0.166
1880;9;-0.671
1880;10;-0.410
1880;11;-0.146
1880;12;-0.411
1881;1;-0.093
1881;2;-0.558
1881;3;-0.221
1881;4;0.089
1881;5;-0.082
1881;6;-0.739
1881;7;-0.220
1881;8;-0.077
1881;9;-0.320
1881;10;-0.310
1881;11;-0.654
1881;12;-0.271
1882;1;0.565
1882;2;0.097
1882;3;-0.248
1882;4;-0.552
1882;5;-0.371
1882;6;-0.595
1882;7;-0.577
1882;8;-0.152
1882;9;-0.243
1882;10;-0.701
1882;11;-0.962
1882;12;-1.369
1883;1;-1.027
1883;2;-1.232
1883;3;-0.268
1883;4;-0.578
1883;5;-0.388
1883;6;-0.068
1883;7;-0.339
1883;8;-0.599
1883;9;-0.681
1883;10;-0.128
1883;11;-1.072
1883;12;-0.303
1884;1;-0.367
1884;2;-0.581
1884;3;-1.352
1884;4;-1.101
1884;5;-1.086
1884;6;-0.844
1884;7;-0.681
1884;8;-0.427
1884;9;-0.753
1884;10;-0.636
1884;11;-0.782
1884;12;-0.274
1885;1;-1.367
1885;2;-0.865
1885;3;-0.574
1885;4;-0.856
1885;5;-0.628
1885;6;-0.672
1885;7;-0.181
1885;8;-0.407
1885;9;-0.569
1885;10;-0.398
1885;11;-0.624
1885;12;0.151
1886;1;-1.104
1886;2;-1.434
1886;3;-1.040
1886;4;-0.337
1886;5;-0.524
1886;6;-0.539
1886;7;-0.001
1886;8;-0.489
1886;9;-0.411
1886;10;-0.600
1886;11;-0.767
1886;12;-0.023
1887;1;-1.525
1887;2;-1.013
1887;3;-0.720
1887;4;-0.455
1887;5;-0.452
1887;6;-0.514
1887;7;-0.200
1887;8;-0.741
1887;9;-0.286
1887;10;-0.493
1887;11;-0.407
1887;12;-0.678
1888;1;-0.639
1888;2;-1.072
1888;3;-0.924
1888;4;-0.448
1888;5;-0.493
1888;6;-0.430
1888;7;-0.006
1888;8;-0.254
1888;9;-0.302
1888;10;-0.005
1888;11;-0.225
1888;12;-0.209
1889;1;-0.698
1889;2;0.347
1889;3;0.099
1889;4;0.311
1889;5;-0.043
1889;6;-0.029
1889;7;-0.016
1889;8;-0.353
1889;9;-0.450
1889;10;-0.392
1889;11;-0.985
1889;12;-0.437
1890;1;-0.632
1890;2;-0.648
1890;3;-1.024
1890;4;-0.481
1890;5;-0.779
1890;6;-0.496
1890;7;-0.209
1890;8;-0.461
1890;9;-0.420
1890;10;0.029
1890;11;-1.020
1890;12;-0.595
1891;1;-0.913
1891;2;-1.281
1891;3;-0.483
1891;4;-0.589
1891;5;-0.431
1891;6;-0.485
1891;7;-0.292
1891;8;-0.322
1891;9;-0.279
1891;10;-0.462
1891;11;-0.876
1891;12;0.069
1892;1;-0.449
1892;2;-0.361
1892;3;-0.904
1892;4;-0.667
1892;5;-0.554
1892;6;-0.167
1892;7;-0.394
1892;8;-0.447
1892;9;-0.382
1892;10;-0.013
1892;11;-1.159
1892;12;-0.678
1893;1;-1.987
1893;2;-1.543
1893;3;-0.314
1893;4;-0.294
1893;5;-0.504
1893;6;-0.344
1893;7;0.036
1893;8;-0.363
1893;9;-0.251
1893;10;-0.059
1893;11;-0.226
1893;12;-0.469
1894;1;-0.869
1894;2;-0.322
1894;3;-0.151
1894;4;-0.588
1894;5;-0.302
1894;6;-0.554
1894;7;-0.200
1894;8;-0.222
1894;9;-0.386
1894;10;-0.040
1894;11;-0.540
1894;12;-0.341
1895;1;-1.221
1895;2;-1.142
1895;3;-0.598
1895;4;-0.030
1895;5;-0.324
1895;6;-0.335
1895;7;-0.135
1895;8;-0.274
1895;9;-0.232
1895;10;-0.061
1895;11;-0.214
1895;12;-0.138
1896;1;-0.207
1896;2;-0.405
1896;3;-1.005
1896;4;-0.970
1896;5;-0.425
1896;6;-0.129
1896;7;-0.006
1896;8;-0.089
1896;9;-0.147
1896;10;0.291
1896;11;-0.579
1896;12;-0.226
1897;1;-0.546
1897;2;-0.638
1897;3;-0.907
1897;4;0.019
1897;5;0.091
1897;6;-0.140
1897;7;0.013
1897;8;-0.114
1897;9;-0.050
1897;10;0.106
1897;11;-0.286
1897;12;-0.297
1898;1;0.328
1898;2;-0.773
1898;3;-1.530
1898;4;-0.425
1898;5;-0.494
1898;6;-0.028
1898;7;-0.189
1898;8;-0.250
1898;9;-0.273
1898;10;-0.394
1898;11;-0.566
1898;12;-0.122
1899;1;0.091
1899;2;-0.663
1899;3;-0.586
1899;4;0.079
1899;5;-0.170
1899;6;-0.455
1899;7;-0.058
1899;8;-0.017
1899;9;0.149
1899;10;0.234
1899;11;0.583
1899;12;-0.518
1900;1;-0.996
1900;2;-0.007
1900;3;0.213
1900;4;-0.065
1900;5;0.140
1900;6;-0.070
1900;7;-0.079
1900;8;-0.012
1900;9;-0.017
1900;10;0.537
1900;11;-0.209
1900;12;0.166
1901;1;-0.335
1901;2;-0.045
1901;3;0.336
1901;4;0.279
1901;5;-0.108
1901;6;-0.005
1901;7;0.061
1901;8;0.017
1901;9;-0.088
1901;10;-0.192
1901;11;-0.075
1901;12;-0.138
1902;1;0.128
1902;2;0.436
1902;3;-0.388
1902;4;-0.275
1902;5;-0.349
1902;6;-0.127
1902;7;-0.000
1902;8;-0.190
1902;9;-0.229
1902;10;-0.324
1902;11;-0.726
1902;12;-0.799
1903;1;-0.043
1903;2;0.357
1903;3;-0.273
1903;4;-0.382
1903;5;-0.443
1903;6;-0.508
1903;7;-0.273
1903;8;-0.336
1903;9;-0.516
1903;10;-0.335
1903;11;-0.407
1903;12;-0.611
1904;1;-0.768
1904;2;-0.787
1904;3;-0.692
1904;4;-0.574
1904;5;-0.441
1904;6;-0.429
1904;7;-0.461
1904;8;-0.376
1904;9;-0.666
1904;10;-0.427
1904;11;0.151
1904;12;-0.228
1905;1;-0.195
1905;2;-1.151
1905;3;-0.547
1905;4;-0.492
1905;5;-0.255
1905;6;-0.244
1905;7;-0.183
1905;8;-0.194
1905;9;-0.252
1905;10;-0.167
1905;11;0.145
1905;12;-0.119
1906;1;-0.433
1906;2;-0.790
1906;3;-0.343
1906;4;0.384
1906;5;-0.020
1906;6;-0.025
1906;7;-0.130
1906;8;-0.065
1906;9;-0.232
1906;10;0.124
1906;11;-0.461
1906;12;0.214
1907;1;-0.626
1907;2;-0.927
1907;3;-0.605
1907;4;-0.595
1907;5;-0.878
1907;6;-0.650
1907;7;-0.477
1907;8;-0.422
1907;9;-0.351
1907;10;0.068
1907;11;-0.722
1907;12;-0.488
1908;1;-0.208
1908;2;-0.234
1908;3;-1.080
1908;4;-0.434
1908;5;-0.140
1908;6;-0.145
1908;7;-0.107
1908;8;-0.430
1908;9;-0.103
1908;10;-0.292
1908;11;-0.750
1908;12;-0.436
1909;1;-1.096
1909;2;-0.426
1909;3;-0.657
1909;4;-0.675
1909;5;-0.628
1909;6;-0.451
1909;7;-0.241
1909;8;-0.055
1909;9;-0.138
1909;10;0.013
1909;11;0.245
1909;12;-0.235
1910;1;-0.048
1910;2;-0.296
1910;3;-0.585
1910;4;-0.162
1910;5;-0.301
1910;6;-0.305
1910;7;-0.029
1910;8;-0.090
1910;9;-0.297
1910;10;-0.175
1910;11;-0.652
1910;12;-0.802
1911;1;-0.847
1911;2;-0.650
1911;3;-0.836
1911;4;-0.247
1911;5;-0.429
1911;6;-0.365
1911;7;-0.200
1911;8;-0.285
1911;9;-0.397
1911;10;0.078
1911;11;-0.055
1911;12;-0.071
1912;1;-0.105
1912;2;0.168
1912;3;-0.882
1912;4;0.002
1912;5;0.003
1912;6;0.044
1912;7;-0.576
1912;8;-0.716
1912;9;-0.810
1912;10;-0.827
1912;11;-0.444
1912;12;-0.466
1913;1;-0.421
1913;2;-0.750
1913;3;-0.739
1913;4;-0.269
1913;5;-0.554
1913;6;-0.457
1913;7;-0.172
1913;8;-0.129
1913;9;-0.315
1913;10;-0.148
1913;11;0.018
1913;12;0.600
1914;1;0.848
1914;2;0.072
1914;3;-0.322
1914;4;-0.242
1914;5;-0.043
1914;6;0.007
1914;7;-0.064
1914;8;-0.180
1914;9;-0.199
1914;10;0.157
1914;11;-0.275
1914;12;0.049
1915;1;-0.231
1915;2;0.116
1915;3;-0.160
1915;4;0.385
1915;5;0.142
1915;6;-0.168
1915;7;0.026
1915;8;-0.104
1915;9;-0.280
1915;10;-0.247
1915;11;0.152
1915;12;0.025
1916;1;0.052
1916;2;-0.133
1916;3;-0.450
1916;4;-0.255
1916;5;-0.372
1916;6;-0.592
1916;7;-0.303
1916;8;-0.298
1916;9;-0.382
1916;10;-0.194
1916;11;-0.449
1916;12;-1.164
1917;1;-0.319
1917;2;-0.728
1917;3;-0.809
1917;4;-0.405
1917;5;-0.850
1917;6;-0.604
1917;7;-0.094
1917;8;-0.405
1917;9;-0.367
1917;10;-0.652
1917;11;-0.207
1917;12;-1.266
1918;1;-0.589
1918;2;-0.616
1918;3;-0.387
1918;4;-0.635
1918;5;-0.800
1918;6;-0.512
1918;7;-0.331
1918;8;-0.432
1918;9;-0.185
1918;10;0.254
1918;11;-0.293
1918;12;-0.693
1919;1;-0.287
1919;2;-0.281
1919;3;-0.486
1919;4;0.230
1919;5;-0.291
1919;6;-0.201
1919;7;-0.047
1919;8;-0.070
1919;9;-0.079
1919;10;0.162
1919;11;-0.519
1919;12;-0.301
1920;1;0.369
1920;2;-0.393
1920;3;0.044
1920;4;0.084
1920;5;-0.128
1920;6;-0.315
1920;7;-0.068
1920;8;-0.180
1920;9;-0.254
1920;10;-0.125
1920;11;-0.453
1920;12;-0.902
1921;1;0.471
1921;2;0.049
1921;3;-0.172
1921;4;0.044
1921;5;-0.077
1921;6;0.050
1921;7;0.133
1921;8;-0.299
1921;9;-0.161
1921;10;0.107
1921;11;-0.147
1921;12;0.151
1922;1;-0.343
1922;2;-0.756
1922;3;-0.084
1922;4;0.128
1922;5;-0.186
1922;6;-0.084
1922;7;-0.054
1922;8;-0.297
1922;9;-0.306
1922;10;-0.171
1922;11;0.048
1922;12;0.101
1923;1;0.047
1923;2;-0.526
1923;3;-0.347
1923;4;-0.479
1923;5;-0.420
1923;6;-0.177
1923;7;-0.338
1923;8;-0.238
1923;9;-0.151
1923;10;0.316
1923;11;0.349
1923;12;0.371
1924;1;-0.183
1924;2;-0.168
1924;3;0.146
1924;4;-0.265
1924;5;-0.105
1924;6;-0.128
1924;7;-0.025
1924;8;-0.209
1924;9;-0.125
1924;10;0.002
1924;11;0.386
1924;12;-0.046
1925;1;-0.150
1925;2;-0.365
1925;3;-0.117
1925;4;0.179
1925;5;-0.227
1925;6;-0.349
1925;7;-0.256
1925;8;-0.070
1925;9;-0.084
1925;10;-0.033
1925;11;0.314
1925;12;0.820
1926;1;0.943
1926;2;0.571
1926;3;0.573
1926;4;-0.082
1926;5;-0.349
1926;6;-0.207
1926;7;-0.197
1926;8;0.003
1926;9;-0.006
1926;10;0.312
1926;11;0.235
1926;12;-0.260
1927;1;-0.248
1927;2;-0.156
1927;3;-0.540
1927;4;-0.168
1927;5;-0.121
1927;6;-0.193
1927;7;-0.020
1927;8;-0.161
1927;9;0.162
1927;10;0.669
1927;11;0.259
1927;12;-0.394
1928;1;0.436
1928;2;0.221
1928;3;-0.269
1928;4;-0.016
1928;5;-0.140
1928;6;-0.353
1928;7;-0.037
1928;8;-0.146
1928;9;-0.055
1928;10;0.199
1928;11;0.268
1928;12;0.290
1929;1;-0.519
1929;2;-0.984
1929;3;-0.150
1929;4;-0.180
1929;5;-0.373
1929;6;-0.519
1929;7;-0.370
1929;8;-0.185
1929;9;-0.284
1929;10;0.183
1929;11;0.100
1929;12;-1.028
1930;1;-0.183
1930;2;0.000
1930;3;0.278
1930;4;-0.071
1930;5;-0.206
1930;6;-0.101
1930;7;0.127
1930;8;0.072
1930;9;-0.225
1930;10;0.014
1930;11;0.493
1930;12;0.224
1931;1;0.202
1931;2;-0.436
1931;3;0.019
1931;4;-0.066
1931;5;-0.280
1931;6;0.128
1931;7;0.262
1931;8;0.267
1931;9;0.214
1931;10;0.717
1931;11;0.212
1931;12;0.453
1932;1;1.087
1932;2;-0.175
1932;3;-0.322
1932;4;0.506
1932;5;-0.040
1932;6;-0.069
1932;7;0.047
1932;8;-0.102
1932;9;0.264
1932;10;0.451
1932;11;-0.181
1932;12;-0.055
1933;1;-0.336
1933;2;-0.465
1933;3;-0.366
1933;4;-0.129
1933;5;-0.193
1933;6;-0.305
1933;7;-0.056
1933;8;-0.075
1933;9;-0.213
1933;10;0.012
1933;11;-0.187
1933;12;-0.455
1934;1;-0.056
1934;2;0.553
1934;3;-0.449
1934;4;-0.245
1934;5;0.227
1934;6;-0.039
1934;7;0.037
1934;8;-0.075
1934;9;-0.311
1934;10;0.196
1934;11;0.321
1934;12;0.413
1935;1;-0.330
1935;2;0.986
1935;3;0.151
1935;4;-0.512
1935;5;-0.375
1935;6;-0.133
1935;7;-0.009
1935;8;-0.082
1935;9;-0.068
1935;10;0.261
1935;11;-0.586
1935;12;-0.114
1936;1;-0.285
1936;2;-0.623
1936;3;-0.198
1936;4;-0.135
1936;5;-0.023
1936;6;-0.082
1936;7;0.293
1936;8;-0.001
1936;9;-0.046
1936;10;0.245
1936;11;0.171
1936;12;0.373
1937;1;-0.095
1937;2;0.379
1937;3;-0.384
1937;4;-0.120
1937;5;0.138
1937;6;0.152
1937;7;0.051
1937;8;0.167
1937;9;0.341
1937;10;0.502
1937;11;0.299
1937;12;-0.130
1938;1;0.344
1938;2;0.233
1938;3;0.414
1938;4;0.647
1938;5;0.217
1938;6;-0.123
1938;7;0.122
1938;8;0.114
1938;9;0.367
1938;10;0.576
1938;11;0.488
1938;12;-0.039
1939;1;0.415
1939;2;0.129
1939;3;-0.337
1939;4;0.054
1939;5;0.251
1939;6;0.083
1939;7;0.062
1939;8;0.063
1939;9;-0.118
1939;10;0.001
1939;11;0.107
1939;12;1.344
1940;1;-0.253
1940;2;0.197
1940;3;0.067
1940;4;0.375
1940;5;-0.013
1940;6;0.093
1940;7;0.241
1940;8;-0.022
1940;9;0.184
1940;10;0.199
1940;11;-0.041
1940;12;0.483
1941;1;0.144
1941;2;0.429
1941;3;-0.119
1941;4;0.206
1941;5;0.156
1941;6;0.116
1941;7;0.311
1941;8;0.138
1941;9;-0.284
1941;10;0.412
1941;11;-0.193
1941;12;0.041
1942;1;0.507
1942;2;-0.344
1942;3;-0.043
1942;4;0.084
1942;5;-0.012
1942;6;0.051
1942;7;-0.152
1942;8;-0.121
1942;9;0.027
1942;10;0.344
1942;11;0.245
1942;12;0.263
1943;1;-0.207
1943;2;0.351
1943;3;-0.202
1943;4;0.322
1943;5;0.129
1943;6;-0.372
1943;7;0.047
1943;8;-0.143
1943;9;-0.046
1943;10;0.613
1943;11;0.105
1943;12;0.596
1944;1;0.950
1944;2;0.358
1944;3;0.193
1944;4;0.063
1944;5;-0.020
1944;6;-0.071
1944;7;0.046
1944;8;0.101
1944;9;0.300
1944;10;0.496
1944;11;-0.060
1944;12;-0.191
1945;1;-0.061
1945;2;-0.551
1945;3;-0.147
1945;4;0.317
1945;5;-0.272
1945;6;-0.222
1945;7;-0.219
1945;8;0.346
1945;9;0.047
1945;10;0.262
1945;11;-0.086
1945;12;-0.497
1946;1;0.413
1946;2;0.245
1946;3;-0.112
1946;4;0.462
1946;5;-0.019
1946;6;-0.264
1946;7;-0.024
1946;8;-0.107
1946;9;-0.082
1946;10;-0.022
1946;11;0.094
1946;12;-0.469
1947;1;0.036
1947;2;0.068
1947;3;0.441
1947;4;0.321
1947;5;-0.027
1947;6;-0.095
1947;7;-0.072
1947;8;-0.099
1947;9;0.020
1947;10;0.699
1947;11;0.273
1947;12;0.001
1948;1;0.751
1948;2;-0.018
1948;3;-0.431
1948;4;0.117
1948;5;0.153
1948;6;0.098
1948;7;0.008
1948;8;-0.070
1948;9;-0.016
1948;10;0.250
1948;11;0.053
1948;12;-0.150
1949;1;0.618
1949;2;-0.482
1949;3;-0.316
1949;4;-0.043
1949;5;-0.079
1949;6;-0.351
1949;7;-0.239
1949;8;-0.142
1949;9;-0.230
1949;10;0.197
1949;11;-0.019
1949;12;-0.188
1950;1;-0.581
1950;2;-0.518
1950;3;-0.129
1950;4;-0.277
1950;5;-0.117
1950;6;-0.186
1950;7;-0.290
1950;8;-0.498
1950;9;-0.207
1950;10;-0.172
1950;11;-0.755
1950;12;-0.106
1951;1;-0.460
1951;2;-0.889
1951;3;-0.297
1951;4;-0.028
1951;5;0.058
1951;6;-0.316
1951;7;-0.143
1951;8;0.071
1951;9;0.132
1951;10;0.340
1951;11;0.052
1951;12;0.641
1952;1;0.430
1952;2;0.159
1952;3;-0.379
1952;4;0.129
1952;5;-0.024
1952;6;-0.074
1952;7;0.133
1952;8;0.038
1952;9;0.206
1952;10;-0.205
1952;11;-0.709
1952;12;0.009
1953;1;0.351
1953;2;0.393
1953;3;0.350
1953;4;0.495
1953;5;0.251
1953;6;0.068
1953;7;-0.036
1953;8;0.117
1953;9;0.132
1953;10;0.120
1953;11;-0.226
1953;12;0.331
1954;1;-0.554
1954;2;-0.197
1954;3;-0.191
1954;4;-0.332
1954;5;-0.369
1954;6;-0.136
1954;7;-0.188
1954;8;-0.079
1954;9;-0.057
1954;10;0.247
1954;11;0.444
1954;12;-0.090
1955;1;0.778
1955;2;-0.092
1955;3;-0.796
1955;4;-0.264
1955;5;-0.204
1955;6;-0.014
1955;7;-0.169
1955;8;0.342
1955;9;-0.214
1955;10;0.393
1955;11;-0.193
1955;12;-0.361
1956;1;-0.150
1956;2;-0.460
1956;3;-0.475
1956;4;-0.458
1956;5;-0.686
1956;6;-0.344
1956;7;-0.239
1956;8;-0.737
1956;9;-0.388
1956;10;-0.395
1956;11;-0.449
1956;12;-0.139
1957;1;-0.178
1957;2;-0.170
1957;3;-0.385
1957;4;-0.136
1957;5;-0.178
1957;6;0.113
1957;7;-0.302
1957;8;0.034
1957;9;0.022
1957;10;0.083
1957;11;0.214
1957;12;0.631
1958;1;0.921
1958;2;0.428
1958;3;0.075
1958;4;0.131
1958;5;0.143
1958;6;-0.393
1958;7;-0.007
1958;8;-0.367
1958;9;-0.327
1958;10;0.044
1958;11;0.082
1958;12;0.115
1959;1;0.328
1959;2;0.089
1959;3;0.499
1959;4;0.465
1959;5;-0.025
1959;6;0.047
1959;7;0.039
1959;8;-0.053
1959;9;-0.213
1959;10;-0.157
1959;11;-0.404
1959;12;0.089
1960;1;0.098
1960;2;0.567
1960;3;-1.072
1960;4;-0.278
1960;5;-0.492
1960;6;-0.095
1960;7;-0.217
1960;8;-0.106
1960;9;-0.057
1960;10;0.156
1960;11;-0.333
1960;12;0.579
1961;1;0.325
1961;2;0.472
1961;3;0.203
1961;4;0.274
1961;5;0.259
1961;6;0.184
1961;7;-0.059
1961;8;-0.025
1961;9;0.106
1961;10;-0.038
1961;11;0.052
1961;12;-0.153
1962;1;0.401
1962;2;0.468
1962;3;0.244
1962;4;0.209
1962;5;-0.215
1962;6;-0.054
1962;7;-0.149
1962;8;-0.193
1962;9;-0.139
1962;10;0.157
1962;11;0.136
1962;12;0.273
1963;1;0.308
1963;2;0.834
1963;3;-0.190
1963;4;-0.158
1963;5;-0.294
1963;6;-0.109
1963;7;0.132
1963;8;0.422
1963;9;0.430
1963;10;0.618
1963;11;0.393
1963;12;0.109
1964;1;0.216
1964;2;-0.160
1964;3;-0.477
1964;4;-0.455
1964;5;-0.430
1964;6;-0.051
1964;7;-0.068
1964;8;-0.252
1964;9;-0.562
1964;10;-0.503
1964;11;-0.179
1964;12;-0.228
1965;1;0.248
1965;2;-0.180
1965;3;-0.128
1965;4;-0.354
1965;5;-0.144
1965;6;-0.179
1965;7;-0.323
1965;8;-0.098
1965;9;-0.456
1965;10;0.204
1965;11;-0.281
1965;12;0.122
1966;1;-0.113
1966;2;0.081
1966;3;0.236
1966;4;-0.155
1966;5;-0.130
1966;6;0.014
1966;7;0.213
1966;8;-0.167
1966;9;0.021
1966;10;-0.201
1966;11;-0.154
1966;12;-0.269
1967;1;0.126
1967;2;-0.267
1967;3;0.136
1967;4;0.090
1967;5;0.310
1967;6;-0.321
1967;7;-0.019
1967;8;-0.183
1967;9;-0.049
1967;10;0.513
1967;11;0.051
1967;12;0.272
1968;1;-0.255
1968;2;0.022
1968;3;0.828
1968;4;0.106
1968;5;-0.326
1968;6;-0.270
1968;7;-0.434
1968;8;-0.413
1968;9;-0.542
1968;10;0.143
1968;11;-0.235
1968;12;-0.404
1969;1;-0.642
1969;2;-0.768
1969;3;-0.204
1969;4;0.206
1969;5;0.035
1969;6;-0.045
1969;7;-0.167
1969;8;-0.088
1969;9;-0.130
1969;10;0.164
1969;11;0.283
1969;12;0.555
1970;1;0.232
1970;2;0.554
1970;3;-0.008
1970;4;0.264
1970;5;-0.127
1970;6;0.002
1970;7;0.039
1970;8;-0.237
1970;9;0.148
1970;10;0.100
1970;11;-0.070
1970;12;-0.134
1971;1;0.378
1971;2;-0.320
1971;3;-0.278
1971;4;0.004
1971;5;-0.117
1971;6;-0.386
1971;7;-0.215
1971;8;-0.015
1971;9;-0.009
1971;10;0.089
1971;11;0.164
1971;12;0.222
1972;1;-0.722
1972;2;-0.618
1972;3;-0.076
1972;4;0.024
1972;5;-0.152
1972;6;-0.009
1972;7;-0.143
1972;8;0.280
1972;9;-0.224
1972;10;0.031
1972;11;-0.343
1972;12;0.130
1973;1;0.450
1973;2;0.683
1973;3;0.556
1973;4;0.665
1973;5;0.484
1973;6;0.356
1973;7;0.096
1973;8;0.002
1973;9;0.021
1973;10;0.328
1973;11;0.135
1973;12;0.229
1974;1;-0.270
1974;2;-0.617
1974;3;-0.098
1974;4;0.027
1974;5;-0.154
1974;6;-0.109
1974;7;-0.071
1974;8;0.113
1974;9;-0.364
1974;10;-0.161
1974;11;-0.236
1974;12;-0.105
1975;1;0.461
1975;2;0.232
1975;3;0.432
1975;4;0.286
1975;5;0.437
1975;6;0.063
1975;7;0.002
1975;8;-0.399
1975;9;-0.002
1975;10;0.048
1975;11;-0.210
1975;12;0.048
1976;1;0.315
1976;2;-0.119
1976;3;-0.755
1976;4;-0.019
1976;5;-0.384
1976;6;-0.399
1976;7;-0.175
1976;8;-0.391
1976;9;-0.229
1976;10;-0.770
1976;11;-0.453
1976;12;0.036
1977;1;-0.087
1977;2;0.306
1977;3;0.435
1977;4;0.531
1977;5;0.504
1977;6;0.411
1977;7;0.278
1977;8;0.206
1977;9;-0.251
1977;10;-0.116
1977;11;0.421
1977;12;0.147
1978;1;0.167
1978;2;0.294
1978;3;0.331
1978;4;0.510
1978;5;0.080
1978;6;-0.261
1978;7;0.023
1978;8;-0.601
1978;9;-0.097
1978;10;0.047
1978;11;0.244
1978;12;0.138
1979;1;0.120
1979;2;-0.316
1979;3;0.160
1979;4;0.157
1979;5;-0.143
1979;6;-0.043
1979;7;-0.280
1979;8;-0.064
1979;9;0.112
1979;10;0.277
1979;11;0.175
1979;12;0.975
1980;1;0.404
1980;2;0.511
1980;3;0.072
1980;4;0.617
1980;5;0.489
1980;6;0.120
1980;7;0.389
1980;8;0.292
1980;9;0.188
1980;10;0.261
1980;11;0.576
1980;12;0.401
1981;1;1.254
1981;2;0.881
1981;3;0.926
1981;4;0.615
1981;5;0.233
1981;6;0.303
1981;7;0.365
1981;8;0.644
1981;9;0.086
1981;10;0.091
1981;11;0.141
1981;12;0.915
1982;1;0.012
1982;2;0.163
1982;3;-0.369
1982;4;0.191
1982;5;0.060
1982;6;-0.191
1982;7;0.200
1982;8;-0.103
1982;9;-0.072
1982;10;-0.040
1982;11;-0.119
1982;12;0.718
1983;1;0.880
1983;2;0.671
1983;3;0.419
1983;4;0.421
1983;5;0.443
1983;6;0.029
1983;7;0.042
1983;8;0.399
1983;9;0.582
1983;10;0.207
1983;11;0.638
1983;12;0.230
1984;1;0.382
1984;2;-0.059
1984;3;0.404
1984;4;0.124
1984;5;0.701
1984;6;-0.101
1984;7;0.069
1984;8;0.030
1984;9;-0.086
1984;10;0.098
1984;11;-0.291
1984;12;-0.449
1985;1;0.468
1985;2;-0.465
1985;3;0.171
1985;4;0.334
1985;5;0.145
1985;6;0.142
1985;7;-0.372
1985;8;0.169
1985;9;-0.171
1985;10;0.085
1985;11;-0.123
1985;12;0.191
1986;1;0.771
1986;2;0.842
1986;3;0.516
1986;4;0.561
1986;5;0.293
1986;6;-0.057
1986;7;-0.068
1986;8;0.082
1986;9;-0.245
1986;10;0.085
1986;11;-0.175
1986;12;0.158
1987;1;0.587
1987;2;1.008
1987;3;0.017
1987;4;0.300
1987;5;0.219
1987;6;0.473
1987;7;0.533
1987;8;0.018
1987;9;0.365
1987;10;0.364
1987;11;-0.044
1987;12;0.890
1988;1;0.936
1988;2;0.284
1988;3;0.668
1988;4;0.711
1988;5;0.534
1988;6;0.605
1988;7;0.399
1988;8;0.630
1988;9;0.602
1988;10;0.703
1988;11;0.188
1988;12;0.756
1989;1;0.168
1989;2;0.483
1989;3;0.522
1989;4;0.403
1989;5;-0.041
1989;6;-0.019
1989;7;0.258
1989;8;0.253
1989;9;0.299
1989;10;0.483
1989;11;0.079
1989;12;0.843
1990;1;0.706
1990;2;0.551
1990;3;1.463
1990;4;0.877
1990;5;0.542
1990;6;0.413
1990;7;0.433
1990;8;0.212
1990;9;0.087
1990;10;0.580
1990;11;0.819
1990;12;0.801
1991;1;0.707
1991;2;0.945
1991;3;0.326
1991;4;0.976
1991;5;0.326
1991;6;0.827
